RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_SAC_DURATION,CURRENT_SAC_AMPLITUDE,CURRENT_SAC_ANGLE,CURRENT_SAC_AVG_VELOCITY,TRIAL_SACCADE_TOTAL
04_f_24,1,24,2.31,-21.59,96.99,162
04_f_24,1,20,1.24,-130.37,61.99,162
04_f_24,1,8,0.23,-80.32,40.17,162
04_f_24,1,20,1.22,-95.77,59.92,162
04_f_24,1,12,0.51,77.47,45.98,162
04_f_24,1,32,2.55,4.35,81.35,162
04_f_24,1,8,0.23,1.94,36.09,162
04_f_24,1,20,1.27,12.09,63.33,162
04_f_24,1,24,2.43,-3.28,103.14,162
04_f_24,1,8,0.23,11.78,40.74,162
04_f_24,1,24,1.94,176.35,81.02,162
04_f_24,1,24,2.21,-170.92,91.24,162
04_f_24,1,12,0.59,-141.03,55.43,162
04_f_24,1,12,0.56,-57.47,50.2,162
04_f_24,1,8,0.21,77.04,39.28,162
04_f_24,1,24,3.16,126.24,133.96,162
04_f_24,1,24,1.85,-139.67,78.3,162
04_f_24,1,24,1.86,20.21,76.64,162
04_f_24,1,36,3.94,-90.67,110.99,162
04_f_24,1,28,3.04,-67.75,107.72,162
04_f_24,1,8,0.18,-17.19,32.05,162
04_f_24,1,36,4.2,96.4,117.11,162
04_f_24,1,8,0.19,122.44,33.38,162
04_f_24,1,12,0.49,137.43,41.52,162
04_f_24,1,20,1.05,-88.85,50.66,162
04_f_24,1,24,2.43,170.7,105.29,162
04_f_24,1,48,4.28,-73.16,88.93,162
04_f_24,1,16,0.67,123.84,43.16,162
04_f_24,1,16,1.02,-119.34,65.04,162
04_f_24,1,24,2.68,-18.11,114.06,162
04_f_24,1,44,8.23,105.52,188.17,162
04_f_24,1,52,8.7,113.99,169.14,162
04_f_24,1,40,6.02,127.66,150.63,162
04_f_24,1,52,9.01,-82.76,174.73,162
04_f_24,1,28,3.15,162.91,121.93,162
04_f_24,1,32,3.12,-55.08,97.92,162
04_f_24,1,52,9.77,21.49,188.38,162
04_f_24,1,44,5.24,4.38,117.95,162
04_f_24,1,64,11.58,-151.03,183.84,162
04_f_24,1,44,5.59,-174.52,126.49,162
04_f_24,1,20,1.21,-178.55,60.89,162
04_f_24,1,32,3.85,0.34,120.57,162
04_f_24,1,60,14.47,-30.44,245.85,162
04_f_24,1,20,1.24,71.62,63.26,162
04_f_24,1,12,0.7,118.5,63.95,162
04_f_24,1,20,1.19,-63.57,56.63,162
04_f_24,1,16,0.93,94.45,59.16,162
04_f_24,1,8,0.2,72.54,36.37,162
04_f_24,1,24,1.75,103.79,78.64,162
04_f_24,1,68,15.04,154.73,222.98,162
04_f_24,1,76,15.7,-32.07,215.21,162
04_f_24,1,48,9.02,156.85,189.26,162
04_f_24,1,48,6.38,137.06,135.55,162
04_f_24,1,40,5.89,17.39,146.84,162
04_f_24,1,44,4.69,6.81,106.78,162
04_f_24,1,64,9,-68.07,147.32,162
04_f_24,1,168,1.28,-134.33,114.03,162
04_f_24,1,52,9.15,155.83,178.11,162
04_f_24,1,28,2.14,-161.34,80.3,162
04_f_24,1,60,6.78,28.33,122.39,162
04_f_24,1,52,8.04,-49.42,163.62,162
04_f_24,1,52,10.88,149.01,210.02,162
04_f_24,1,16,1.05,172.13,66.86,162
04_f_24,1,36,3.76,131.12,103,162
04_f_24,1,28,2.99,149.36,111.08,162
04_f_24,1,24,2.33,24.78,100.8,162
04_f_24,1,20,1.36,-2.98,67.88,162
04_f_24,1,56,11.27,2.02,201.9,162
04_f_24,1,76,11.85,-148.05,157.85,162
04_f_24,1,32,2.82,132.73,95.41,162
04_f_24,1,16,1.1,-45.91,67.45,162
04_f_24,1,48,5.69,-144.06,123.84,162
04_f_24,1,32,3.77,-65.98,118.81,162
04_f_24,1,28,2.78,-58.36,100.27,162
04_f_24,1,24,2.7,122.61,113.67,162
04_f_24,1,48,6.63,92.45,138.48,162
04_f_24,1,44,4.78,-99.22,107.79,162
04_f_24,1,16,0.93,-156.53,58.53,162
04_f_24,1,1156,2.54,155.8,267.56,162
04_f_24,1,24,2.83,-52.2,117.88,162
04_f_24,1,8,0.24,52.28,45.09,162
04_f_24,1,16,0.82,-2.51,49.87,162
04_f_24,1,8,0.22,4.82,39.29,162
04_f_24,1,16,0.44,83.77,35.52,162
04_f_24,1,32,3.32,135.04,105.73,162
04_f_24,1,32,3.29,-74.15,107.51,162
04_f_24,1,12,0.55,-15.3,45.19,162
04_f_24,1,16,1.2,48.72,75.78,162
04_f_24,1,8,0.29,-177.75,43.07,162
04_f_24,1,20,1.49,175.19,71.43,162
04_f_24,1,720,0.48,3.8,306.24,162
04_f_24,1,16,0.7,-3.9,40.37,162
04_f_24,1,1564,3.64,104.03,265.13,162
04_f_24,2,48,10.48,173.71,220.01,124
04_f_24,2,24,1.68,2.34,66.96,124
04_f_24,2,12,0.54,-172.72,48.29,124
04_f_24,2,40,5.43,-39.22,137.09,124
04_f_24,2,28,2.49,112.53,95.23,124
04_f_24,2,40,5.8,-40.03,151.63,124
04_f_24,2,16,1.03,39.26,64.29,124
04_f_24,2,8,0.19,-174.09,34.41,124
04_f_24,2,1112,2.16,8.22,260.15,124
04_f_24,2,32,2.79,-179.44,86.02,124
04_f_24,2,64,7.43,151.67,119,124
04_f_24,2,52,6.99,-28.98,134.7,124
04_f_24,2,20,1.24,-15.32,59.73,124
04_f_24,2,56,9.49,1.19,169.23,124
04_f_24,2,72,17.09,169.48,240.92,124
04_f_24,2,20,1.33,169.4,64.89,124
04_f_24,2,612,8.25,-26.99,311.37,124
04_f_24,2,12,0.48,15.84,42.3,124
04_f_24,2,52,9.76,155.76,188.14,124
04_f_24,2,56,10.52,-42.36,189.83,124
04_f_24,2,44,6.08,-77.79,137.92,124
04_f_24,2,16,0.91,-60.87,57.5,124
04_f_24,2,32,4.04,-55.31,126,124
04_f_24,2,16,0.92,-47.22,53.72,124
04_f_24,2,60,10.41,14.44,174.13,124
04_f_24,2,20,1.52,43.26,78.32,124
04_f_24,2,32,3.38,-119.13,105,124
04_f_24,2,16,1,-93.38,62.65,124
04_f_24,2,8,0.16,-173.59,31.82,124
04_f_24,2,76,11.49,174.5,154.3,124
04_f_24,2,24,2.45,96.65,107.98,124
04_f_24,2,16,0.89,149.9,59.57,124
04_f_24,2,44,6.4,-114.65,149.54,124
04_f_24,2,36,3.48,-165.08,98.19,124
04_f_24,2,56,9.19,9.87,164.43,124
04_f_24,2,44,6.43,-1.35,144.58,124
04_f_24,2,20,1.16,-9.8,56.22,124
04_f_24,2,28,2.67,-169.6,96.52,124
04_f_24,2,36,4.14,166.61,113.7,124
04_f_24,2,56,11.28,44.06,203.26,124
04_f_24,2,24,1.97,0.39,83.72,124
04_f_24,2,68,14.87,-149.65,226.43,124
04_f_24,2,20,1.19,-164.47,57.56,124
04_f_24,2,28,2.92,2.52,104.87,124
04_f_24,2,44,7.09,77.37,164.38,124
04_f_24,2,40,5.05,15.96,126.14,124
04_f_24,2,40,5.72,-45.28,147.34,124
04_f_24,2,20,1.4,-163.37,66.53,124
04_f_24,2,48,7.65,-90.44,162.09,124
04_f_24,2,16,0.85,-88.18,48.43,124
04_f_24,2,68,14.25,96.19,211.95,124
04_f_24,2,56,13.81,163.25,247.75,124
04_f_24,2,44,7.1,-84.82,161.29,124
04_f_24,2,32,3.43,149.41,106.3,124
04_f_24,2,52,8.13,4.49,156.56,124
04_f_24,2,44,7.31,-81.49,166.95,124
04_f_24,2,12,0.49,-155.51,42.29,124
04_f_24,2,16,0.79,177.96,48.93,124
04_f_24,2,20,1.3,-94.22,63.06,124
04_f_24,2,8,0.21,-91.02,39.42,124
04_f_24,2,12,0.62,-3.91,53.73,124
04_f_24,2,12,0.37,4.52,32.02,124
04_f_24,2,20,1.29,-139.29,67.16,124
04_f_24,2,24,1.93,-37.4,77.58,124
04_f_24,2,84,12.21,133,147.59,124
04_f_24,2,24,2.01,113.89,86.74,124
04_f_24,2,76,13.47,-46.57,181.7,124
04_f_24,2,20,1.34,-79.08,65.71,124
04_f_24,2,32,3.96,-48.2,122.34,124
04_f_24,2,32,3.4,171.24,107.51,124
04_f_24,2,36,3.96,-0.63,109.27,124
04_f_24,2,40,4.08,159.69,101.47,124
04_f_24,2,72,16.06,111.77,229.14,124
04_f_24,2,96,13.44,-63.71,145.64,124
04_f_24,2,24,2.06,-115.15,91.88,124
04_f_24,2,68,13.72,116.7,204.08,124
04_f_24,2,20,1.43,-1.34,70.92,124
04_f_24,2,52,7.27,-61.95,139.26,124
04_f_24,2,12,0.41,39.43,41.14,124
04_f_24,2,52,9.08,179.77,174.86,124
04_f_24,2,48,6.92,68.09,143.96,124
04_f_24,2,64,9.91,9.69,155.4,124
04_f_24,2,24,2.45,-144.35,104.66,124
04_f_24,2,20,1.48,-156.26,70.55,124
04_f_24,2,64,8.12,-115.06,130.97,124
04_f_24,2,48,8.35,-2.25,171.92,124
04_f_24,2,44,7.01,-53.74,168.76,124
04_f_24,2,24,1.71,-127.01,70.31,124
04_f_24,2,16,0.59,143.63,43.19,124
04_f_24,2,12,0.52,8.47,49.68,124
04_f_24,2,12,0.41,6.21,37.59,124
04_f_24,2,60,12.22,147.02,204.83,124
04_f_24,2,44,6.45,176.43,146.67,124
04_f_24,2,32,4.16,32.62,129.63,124
04_f_24,2,44,7.3,6.38,165.79,124
04_f_24,2,40,5.43,117.89,137.64,124
04_f_24,2,52,8.58,164.67,164.92,124
04_f_24,2,44,5.97,-46.03,136.75,124
04_f_24,2,20,1.23,167.73,60.21,124
04_f_24,2,36,3.32,172.93,93.02,124
04_f_24,2,12,0.59,-152.02,52.9,124
04_f_24,2,60,5.5,-40.89,94.96,124
04_f_24,2,60,9.39,125.83,158.38,124
04_f_24,2,20,1.58,90,78.04,124
04_f_24,2,44,6.88,-68.27,156.85,124
04_f_24,2,36,4.73,-126.69,129.69,124
04_f_24,2,20,1.48,-12.62,71.52,124
04_f_24,2,1112,2.34,-160.15,264,124
04_f_24,2,28,3.56,70.15,125.21,124
04_f_24,2,28,2.58,-132,89.89,124
04_f_24,2,20,1.06,-76.66,52.21,124
04_f_24,2,20,1.85,-7.91,91.46,124
04_f_24,2,24,1.8,178.03,76.55,124
04_f_24,2,1460,1.4,-94,233.64,124
04_f_24,2,16,1.01,107.35,64.34,124
04_f_24,2,20,1.12,167.17,53.64,124
04_f_24,2,16,0.68,-70.32,47.54,124
04_f_24,2,24,2.46,15.59,105.33,124
04_f_24,2,24,2.55,-161.88,108.85,124
04_f_24,2,12,0.46,161.19,38.48,124
04_f_24,2,536,2.81,-74.77,242.57,124
04_f_24,2,504,1.49,76.58,263.65,124
04_f_24,2,48,9.87,114.71,209.75,124
04_f_24,2,412,8.79,169.02,293.9,124
04_f_24,3,52,9.41,159.66,183.81,104
04_f_24,3,152,0.43,-20.91,170.74,104
04_f_24,3,48,6.54,-38.48,138.43,104
04_f_24,3,20,1.81,20.96,89.87,104
04_f_24,3,12,0.49,-178.4,44.15,104
04_f_24,3,980,0.75,-126.59,266.67,104
04_f_24,3,8,0.23,17.71,37.91,104
04_f_24,3,44,9.45,0.66,216.75,104
04_f_24,3,68,16.07,169.41,240.07,104
04_f_24,3,40,6.94,-44.99,176.09,104
04_f_24,3,44,6.34,-106.55,144.31,104
04_f_24,3,28,2.51,-60.51,88.06,104
04_f_24,3,20,1.51,174.74,77.09,104
04_f_24,3,44,6.2,-0.88,141.27,104
04_f_24,3,20,1.65,-176.95,83.67,104
04_f_24,3,36,5.11,-178.59,140.82,104
04_f_24,3,16,0.8,172.54,53.53,104
04_f_24,3,16,0.91,-4.99,53.97,104
04_f_24,3,8,0.2,1.66,33.66,104
04_f_24,3,16,0.61,-94.11,44.4,104
04_f_24,3,60,7.97,109.15,136.1,104
04_f_24,3,44,6.8,86.74,154.63,104
04_f_24,3,32,3.42,173.89,107.84,104
04_f_24,3,96,15.8,-73.86,167.88,104
04_f_24,3,20,1.6,83.34,78.01,104
04_f_24,3,8,0.22,-54.6,34.18,104
04_f_24,3,8,0.18,158.46,29.75,104
04_f_24,3,12,0.38,143.52,35.33,104
04_f_24,3,20,1.27,-84.79,62.36,104
04_f_24,3,28,2.25,67.47,84.88,104
04_f_24,3,8,0.18,146.19,31.83,104
04_f_24,3,8,0.27,36.79,43.31,104
04_f_24,3,20,1.75,-126.4,89.69,104
04_f_24,3,12,0.59,127.67,52.16,104
04_f_24,3,52,7.24,18.9,140.76,104
04_f_24,3,40,4.57,161.56,113.67,104
04_f_24,3,52,9.53,-35.24,189.38,104
04_f_24,3,24,1.94,20.26,84.17,104
04_f_24,3,24,1.81,-9,74.74,104
04_f_24,3,16,1.07,-31.39,66.69,104
04_f_24,3,44,5.58,-134.15,128.3,104
04_f_24,3,40,6.57,83.03,165.18,104
04_f_24,3,12,0.42,-52.35,39.91,104
04_f_24,3,16,0.87,106.65,58.99,104
04_f_24,3,28,2.52,-6.64,89.63,104
04_f_24,3,12,0.44,-36.64,39.38,104
04_f_24,3,36,4.58,173.17,126.19,104
04_f_24,3,48,7.33,-78.6,153.73,104
04_f_24,3,24,2.85,-32.25,124.06,104
04_f_24,3,44,3.7,-174.11,84.07,104
04_f_24,3,20,1.15,113.29,58.84,104
04_f_24,3,40,3.35,-3.17,82.99,104
04_f_24,3,24,2.19,177.72,95.11,104
04_f_24,3,28,2.97,-1.3,105.7,104
04_f_24,3,24,2.3,175.34,96.53,104
04_f_24,3,24,2.3,-4.12,96.23,104
04_f_24,3,24,2.1,176.94,93.9,104
04_f_24,3,12,0.42,-175.82,39.09,104
04_f_24,3,16,0.72,1.88,44.51,104
04_f_24,3,12,0.69,171.19,61.25,104
04_f_24,3,8,0.23,177.7,38.58,104
04_f_24,3,12,0.37,-4.5,31.26,104
04_f_24,3,12,0.39,98.25,37.22,104
04_f_24,3,4224,2.65,174.07,73.71,104
04_f_24,3,184,2.6,-22.42,293.22,104
04_f_24,3,180,8.81,-142.52,171.07,104
04_f_24,3,176,9.81,44.58,230.21,104
04_f_24,3,8,0.28,-149.11,51.38,104
04_f_24,3,5080,13.86,97.66,158.31,104
04_f_24,3,24,2.16,178.13,91.46,104
04_f_24,3,56,8.75,-68.66,157.58,104
04_f_24,3,24,1.81,29.6,78.34,104
04_f_24,3,52,8.81,171.76,170.96,104
04_f_24,3,60,9.85,-7.49,164.27,104
04_f_24,3,28,3.34,-1.17,118.1,104
04_f_24,3,12,0.66,-143.96,58.85,104
04_f_24,3,48,8.31,-73.89,182.29,104
04_f_24,3,52,7.45,88.86,143.8,104
04_f_24,3,16,1.26,-4.91,78.15,104
04_f_24,3,40,5.46,-116.56,138.83,104
04_f_24,3,16,0.82,142.3,50.83,104
04_f_24,3,28,2.72,-42.98,94.08,104
04_f_24,3,8,0.21,100.09,36.5,104
04_f_24,3,604,1.8,153.91,39.59,104
04_f_24,3,20,1.75,-10.29,86.16,104
04_f_24,3,188,0.91,-176.58,217.43,104
04_f_24,3,212,0.17,63.62,82.61,104
04_f_24,3,12,0.57,21.91,45.02,104
04_f_24,3,12,0.51,176.07,46.1,104
04_f_24,3,2096,10.42,147.29,99.15,104
04_f_24,3,40,4.84,52.26,124.06,104
04_f_24,3,220,3.98,152.83,174.26,104
04_f_24,3,52,7.73,-169.27,148.97,104
04_f_24,3,24,2.02,-110.35,86.16,104
04_f_24,3,20,1.09,-18.76,55.97,104
04_f_24,3,24,1.9,-170.93,81.6,104
04_f_24,3,344,0.97,-87.41,50.87,104
04_f_24,3,840,3.26,-64.97,195.79,104
04_f_24,3,28,2.77,138.13,100.92,104
04_f_24,3,16,1.06,80.5,61.07,104
04_f_24,3,12,0.55,-65.27,50.16,104
04_f_24,3,368,0.4,-132.41,52.77,104
04_f_24,3,44,1.55,106.53,62.61,104
04_f_24,3,892,0.87,-29.53,229.6,104
04_f_24,4,36,4.57,174.43,124.62,154
04_f_24,4,24,1.83,-9.49,74.28,154
04_f_24,4,12,0.51,158.53,46.34,154
04_f_24,4,152,3.76,-38.76,179.99,154
04_f_24,4,32,4.01,-35.97,121.97,154
04_f_24,4,24,2.13,11.95,86.09,154
04_f_24,4,16,1.03,-3.92,62.69,154
04_f_24,4,12,0.5,-2.27,46.88,154
04_f_24,4,12,0.53,-178.74,49.07,154
04_f_24,4,8,0.3,9.66,47.54,154
04_f_24,4,24,2.11,176.21,87.99,154
04_f_24,4,1348,2.79,-42.01,246.35,154
04_f_24,4,28,2.99,141.98,105.73,154
04_f_24,4,56,7.45,-117.75,133.49,154
04_f_24,4,40,4.97,-68.09,123.83,154
04_f_24,4,36,4.45,3.48,123.38,154
04_f_24,4,52,9.05,1.89,173.26,154
04_f_24,4,32,3.85,-5.52,119.84,154
04_f_24,4,52,9.89,176.59,189.54,154
04_f_24,4,24,1.73,-15.02,68.26,154
04_f_24,4,200,0.98,-35.24,155.97,154
04_f_24,4,32,3.72,-174.6,115.16,154
04_f_24,4,16,1.03,-6.33,65.51,154
04_f_24,4,52,9.06,-0.43,173.14,154
04_f_24,4,60,8.25,-155.23,137.49,154
04_f_24,4,32,2.23,-82.99,71.38,154
04_f_24,4,40,5.56,-174.76,140.8,154
04_f_24,4,56,11.49,53.6,210.68,154
04_f_24,4,44,6.65,3.82,148.87,154
04_f_24,4,12,0.54,-172.09,45.94,154
04_f_24,4,16,1.03,16.17,63.5,154
04_f_24,4,20,1.38,146.94,70.83,154
04_f_24,4,8,0.21,5.74,34.02,154
04_f_24,4,60,10.86,-179.04,181.63,154
04_f_24,4,44,6.57,-146.22,149.61,154
04_f_24,4,44,4.19,-2.95,94.15,154
04_f_24,4,24,1.74,-64.06,73.39,154
04_f_24,4,12,0.52,111.88,47.39,154
04_f_24,4,48,6.41,166.08,134.1,154
04_f_24,4,56,8.41,-30.48,159.24,154
04_f_24,4,20,1.72,-136.04,88.93,154
04_f_24,4,24,2.28,15.23,98.65,154
04_f_24,4,24,2.47,3.11,102.59,154
04_f_24,4,24,1.79,4.88,73.52,154
04_f_24,4,24,2.28,175.13,92.02,154
04_f_24,4,24,1.85,1.11,81.02,154
04_f_24,4,16,0.76,136.62,51.39,154
04_f_24,4,40,4.87,-144.5,122.77,154
04_f_24,4,20,1.23,-171.07,60.46,154
04_f_24,4,24,1.45,113.46,62.09,154
04_f_24,4,20,1.41,-90.7,71.6,154
04_f_24,4,12,0.52,-6.79,47.44,154
04_f_24,4,16,0.78,-6.49,47.63,154
04_f_24,4,20,1.41,169.31,70.21,154
04_f_24,4,24,2.33,-6.45,99.6,154
04_f_24,4,24,2.08,171.3,86.02,154
04_f_24,4,24,2.51,-2.48,103.6,154
04_f_24,4,12,0.43,16.63,38.68,154
04_f_24,4,12,0.45,-171.23,37.55,154
04_f_24,4,20,1.32,1.13,64.69,154
04_f_24,4,1852,2.88,159.77,62.14,154
04_f_24,4,12,0.54,21.83,48.57,154
04_f_24,4,8,0.21,-178.46,35.49,154
04_f_24,4,1376,12.13,124.47,109.72,154
04_f_24,4,48,6.18,136.5,129.54,154
04_f_24,4,20,1.24,-179.37,61.68,154
04_f_24,4,72,14.35,-47.32,206.58,154
04_f_24,4,52,11.84,133.43,231.3,154
04_f_24,4,20,1.9,132.63,95.12,154
04_f_24,4,12,0.47,11.13,43.14,154
04_f_24,4,8,0.19,11.01,33.82,154
04_f_24,4,20,1.46,-175.9,72.21,154
04_f_24,4,8,0.23,0,39.38,154
04_f_24,4,8,0.19,173.62,29.76,154
04_f_24,4,232,1.2,-84.54,135.07,154
04_f_24,4,20,1.26,-0.09,62.15,154
04_f_24,4,20,1.5,172.77,77.3,154
04_f_24,4,80,9.32,-16.69,118.48,154
04_f_24,4,84,10.74,164.56,132.22,154
04_f_24,4,16,0.73,-6.85,44.49,154
04_f_24,4,12,0.53,3.78,45.78,154
04_f_24,4,16,0.91,-4.18,59.74,154
04_f_24,4,20,1.34,-3.33,68.18,154
04_f_24,4,12,0.46,166.43,41.62,154
04_f_24,4,16,0.91,-12.77,56.72,154
04_f_24,4,12,0.53,-9.16,46.39,154
04_f_24,4,16,1.05,-13.34,67.95,154
04_f_24,4,20,1.66,1.9,84.67,154
04_f_24,4,16,1.06,5.31,66.6,154
04_f_24,4,56,9.4,173.34,168.93,154
04_f_24,4,12,0.35,-9.77,35.54,154
04_f_24,4,64,8.22,-11.69,129.46,154
04_f_24,4,56,7.75,-129.11,143.31,154
04_f_24,4,28,1.73,143.9,68.89,154
04_f_24,4,12,0.48,-179.07,45.29,154
04_f_24,4,24,1.78,-4.2,75.1,154
04_f_24,4,60,6.8,-48.08,123.55,154
04_f_24,4,24,1.71,132.67,72.52,154
04_f_24,4,20,1.37,-11.34,68.45,154
04_f_24,4,20,1.38,-3.2,73.12,154
04_f_24,4,16,0.89,2.99,57.41,154
04_f_24,4,16,1.11,2.18,70.84,154
04_f_24,4,28,2.05,-26.69,78.21,154
04_f_24,4,44,5.33,-72.8,126.82,154
04_f_24,4,20,1.36,-31.26,65.06,154
04_f_24,4,20,1.24,-123.84,63.61,154
04_f_24,4,44,6.34,99.57,144.52,154
04_f_24,4,52,7.08,-84.05,137.31,154
04_f_24,4,20,1.21,-46.16,56.22,154
04_f_24,4,12,0.35,-177.93,33.47,154
04_f_24,4,8,0.19,0.55,29.85,154
04_f_24,4,12,0.42,177.32,35.19,154
04_f_24,4,12,0.53,173.95,46.28,154
04_f_24,4,12,0.42,-175.11,40.39,154
04_f_24,4,12,0.42,3.64,37.39,154
04_f_24,4,8,0.22,11.06,43.54,154
04_f_24,4,2280,1.43,100.21,68.45,154
04_f_24,4,228,1.42,139.68,86.83,154
04_f_24,4,28,3.13,-70.67,118.3,154
04_f_24,4,60,11.04,131.21,186.09,154
04_f_24,4,64,8.85,-49.23,142.33,154
04_f_24,4,24,1.06,44.15,45.89,154
04_f_24,4,60,10.66,143.44,183.67,154
04_f_24,4,216,2.66,119.96,149.44,154
04_f_24,4,44,6.82,154.74,155.93,154
04_f_24,4,16,0.65,19.01,41.01,154
04_f_24,4,40,4.87,9.84,123.08,154
04_f_24,4,24,2.02,-178.83,85.8,154
04_f_24,4,40,3.95,-33.64,102.25,154
04_f_24,4,28,2.79,132.3,104.24,154
04_f_24,4,36,3.56,-98.26,104.48,154
04_f_24,4,24,2.04,20.36,87.46,154
04_f_24,4,44,5.66,162.3,129.12,154
04_f_24,4,32,3.63,-64.21,115.67,154
04_f_24,4,48,5.94,-107.47,125.58,154
04_f_24,4,16,0.57,133.74,40.41,154
04_f_24,4,12,0.54,160.59,47.8,154
04_f_24,4,48,2.5,-4.89,56.77,154
04_f_24,4,20,1.55,177.96,75.88,154
04_f_24,4,12,0.4,169.22,38.47,154
04_f_24,4,88,1.85,121.24,76.96,154
04_f_24,4,20,1.18,-47.07,59.16,154
04_f_24,4,8,0.19,-172.73,35.5,154
04_f_24,4,16,0.83,4.45,49.09,154
04_f_24,4,16,0.84,4.7,50.71,154
04_f_24,4,16,0.85,1.03,50.62,154
04_f_24,4,8,0.22,6.32,41.37,154
04_f_24,4,12,0.41,16.09,34.65,154
04_f_24,4,124,14.22,-126.3,136.42,154
04_f_24,4,60,13.42,64.08,225.5,154
04_f_24,4,632,2.37,-123.07,250.14,154
04_f_24,4,16,1.07,36.8,63.41,154
04_f_24,4,28,2.58,25.29,91.58,154
04_f_24,4,12,0.44,-167.47,37.95,154
05_m_23,1,32,3.52,14.49,112.02,165
05_m_23,1,28,1.59,106.03,62.66,165
05_m_23,1,28,4.06,-41.08,144.4,165
05_m_23,1,8,0.25,44.76,44.34,165
05_m_23,1,16,0.97,-174.93,60.59,165
05_m_23,1,168,0.3,69.39,249.37,165
05_m_23,1,8,0.27,135.45,40.09,165
05_m_23,1,180,0.58,-96.02,298.09,165
05_m_23,1,8,0.2,75.74,32.44,165
05_m_23,1,28,2.23,5.59,80.89,165
05_m_23,1,180,1.62,171.37,313.6,165
05_m_23,1,20,1.4,-155.55,63.86,165
05_m_23,1,20,2.05,1.59,103.6,165
05_m_23,1,216,8.69,157.54,236.16,165
05_m_23,1,44,6.92,-20.76,157.82,165
05_m_23,1,28,1.68,-3.14,65.65,165
05_m_23,1,12,0.46,171.74,37.35,165
05_m_23,1,20,1.77,-176.95,86.89,165
05_m_23,1,1360,31.15,-97.7,266.23,165
05_m_23,1,124,31.71,82.32,281.9,165
05_m_23,1,16,0.99,68.4,52.65,165
05_m_23,1,16,0.85,-168,47.14,165
05_m_23,1,164,1.02,-21.09,160.84,165
05_m_23,1,52,9.89,7.49,190.09,165
05_m_23,1,12,0.51,-2.62,44.58,165
05_m_23,1,48,8.94,-175.54,186.31,165
05_m_23,1,52,9.28,4.3,177.36,165
05_m_23,1,20,0.75,-163.38,40.97,165
05_m_23,1,188,9.04,-178.58,187.32,165
05_m_23,1,24,1.91,-178.83,79.37,165
05_m_23,1,12,0.45,55.8,39.3,165
05_m_23,1,40,5.69,-135.72,141.08,165
05_m_23,1,48,8.06,-58.47,170.41,165
05_m_23,1,44,5.99,10.46,137.35,165
05_m_23,1,40,4.43,-163.33,112.61,165
05_m_23,1,48,8.44,-124.33,178.52,165
05_m_23,1,20,1.87,-164.71,93.43,165
05_m_23,1,84,20.24,3.94,246.41,165
05_m_23,1,48,6.78,82.66,142.25,165
05_m_23,1,36,4.84,-179.28,134.04,165
05_m_23,1,64,10.28,-124.22,166.06,165
05_m_23,1,24,2.83,173.82,115.51,165
05_m_23,1,24,1.99,-174.29,85.57,165
05_m_23,1,12,0.73,162.65,62.28,165
05_m_23,1,40,5.12,-178.83,129.25,165
05_m_23,1,20,1.67,154.08,84.96,165
05_m_23,1,48,5.09,41.57,108.08,165
05_m_23,1,64,11.73,64.29,187.2,165
05_m_23,1,72,8.82,-85.3,144.14,165
05_m_23,1,40,3.56,75.57,87.01,165
05_m_23,1,52,11.71,-58.18,230.95,165
05_m_23,1,56,11.1,65.85,199.7,165
05_m_23,1,40,5.91,-148.97,146.18,165
05_m_23,1,44,5.94,-107.63,138.4,165
05_m_23,1,36,3.53,-74.76,97.23,165
05_m_23,1,16,0.68,-90.95,42.6,165
05_m_23,1,36,3.25,179.04,88.27,165
05_m_23,1,36,3.65,113.49,105.74,165
05_m_23,1,32,1.67,92.92,50.58,165
05_m_23,1,20,1.49,-124.17,74.1,165
05_m_23,1,36,4.35,92.09,119.79,165
05_m_23,1,12,0.53,-43.67,50.62,165
05_m_23,1,24,1.98,7.62,78.71,165
05_m_23,1,12,0.48,164.78,40.79,165
05_m_23,1,24,1.77,-179.88,73.09,165
05_m_23,1,20,1.71,-118.12,82.39,165
05_m_23,1,36,4.11,-47.74,112.74,165
05_m_23,1,8,0.26,150.13,39.4,165
05_m_23,1,28,2.62,-178.55,91.88,165
05_m_23,1,12,0.45,105.96,37.52,165
05_m_23,1,20,1.3,92.31,65.71,165
05_m_23,1,184,7.7,-45.56,208.88,165
05_m_23,1,12,0.47,-146.31,35.08,165
05_m_23,1,28,2.54,83.11,95.61,165
05_m_23,1,8,0.28,82.51,39.03,165
05_m_23,1,36,4.48,-175.72,121.74,165
05_m_23,1,32,2.9,101.69,95.67,165
05_m_23,1,20,1.41,127.81,67.78,165
05_m_23,1,12,0.3,-82.91,29.01,165
05_m_23,1,12,0.44,94.81,44.18,165
05_m_23,1,24,1.97,-72.68,78.61,165
05_m_23,1,12,0.54,87.94,44.53,165
05_m_23,1,36,4.09,-71.54,115.71,165
05_m_23,1,12,0.61,171.26,52.29,165
05_m_23,1,40,3.97,108.28,98.75,165
05_m_23,1,12,0.66,-139.83,57.78,165
05_m_23,1,20,1.04,9.73,45.96,165
05_m_23,1,36,3.03,-78.97,90.95,165
05_m_23,1,12,0.72,113.64,56.47,165
05_m_23,1,12,0.57,11.8,45.94,165
05_m_23,1,36,3.59,121.76,103.55,165
05_m_23,1,168,0.22,-22.96,279.25,165
